0,0,0,1,388000
0,0,1,1,388000
1000,1,iperf3 -c 10.0.0.2 -t 384 -i 0.1 -J --logfile sv-test-s.log &
0,5,1,1,30,90,2,1500,1,2000,82,2,4000,46
13109,2,0,1,44,0,0,0
19034,2,0,2,20,0,0,0
37186,2,0,1,71,4,1,0
46552,2,0,2,276,2,1,0
96384,2,0,1,22,4,1,0
97457,2,0,1,7,6,1,0
138535,2,0,2,277,0,0,0
195580,2,0,1,62,1,1,0
236772,2,0,2,111,2,1,0
297536,2,0,1,66,0,0,0
373773,2,0,2,258,0,0,0
13109,6,1,1,1,44,1,125,30,1
19034,6,1,2,1,20,1,113,30,1
37186,6,1,1,1,71,1,194,30,1
46552,6,1,2,1,276,1,113,30,1
96384,6,1,1,1,22,1,194,30,1
97457,6,1,1,1,7,1,125,30,1
138535,6,1,2,1,277,1,113,30,1
195580,6,1,1,1,62,1,194,30,1
236772,6,1,2,1,111,1,113,30,1
297536,6,1,1,1,66,1,194,30,1
373773,6,1,2,1,258,1,113,30,1
