0,0,0,1,216000
0,0,1,1,216000
1000,1,iperf3 -c 10.0.0.2 -t 212 -i 0.1 -J --logfile sv-test-c.log &
0,5,1,0,220000,90,2,1500,1,2000,82,2,4000,46
7899,2,0,2,199,1,26,0
13602,2,0,2,33,4,4,0
33603,2,0,2,11,0,0,0
36870,2,0,2,24,0,0,0
40462,2,0,1,11,4,1,0
41353,2,0,1,62,5,1,0
43206,2,0,1,49,0,0,0
44375,2,0,1,41,2,1,0
50996,2,0,1,12,1,62,0
60185,2,0,1,21,1,62,0
61071,2,0,1,49,0,0,0
106468,2,0,1,74,0,0,0
112121,2,0,1,46,0,0,0
116667,2,0,1,33,0,0,0
117331,2,0,1,35,1,62,0
127853,2,0,1,23,0,0,0
135752,2,0,1,22,4,3,0
142219,2,0,2,39,0,0,0
153254,2,0,2,24,0,0,0
154293,2,0,2,35,0,0,0
173615,2,0,1,21,1,6,0
200440,2,0,1,80,0,0,0
201952,2,0,1,28,1,39,0
