0,INIT,0,1,900000
0,INIT,1,1,900000
0,SOL_INIT_SCHED,1,0,30,90,2,1500,1,2000,82,2,4000,46
23811,HO,0,1,40,0,0,0
26344,HO,0,1,1,4,29,0
132580,HO,0,1,46,2,1,0
173787,HO,0,1,71,2,1,0
191012,HO,0,1,34,0,0,0
197327,HO,0,1,0,0,0,0
203600,HO,0,1,31,0,0,0
233804,HO,0,1,32,1,3,0
250616,HO,0,2,17,0,0,0
303854,HO,0,2,15,1,22,0
324453,HO,0,2,34,0,0,0
343838,HO,0,2,5,0,0,0
352652,HO,0,2,27,0,0,0
376463,HO,0,2,2,4,1,0
397104,HO,0,2,44,0,0,0
404925,HO,0,2,19,0,0,0
409715,HO,0,2,24,3,1,0
418484,HO,0,2,15,0,503,0
420526,HO,0,2,1,2,65,0
423410,HO,0,2,36,0,0,0
470193,HO,0,1,32,2,9,0
549642,HO,0,1,0,0,0,0
571616,HO,0,1,1,0,0,0
645710,HO,0,1,22,0,0,0
653913,HO,0,1,27,0,0,0
697752,HO,0,1,1,0,0,0
789659,HO,0,1,28,0,0,0
849408,HO,0,1,31,4,3,0
876712,HO,0,1,43,1,44,0
881952,HO,0,1,2,2,5,0
