0,0,0,1,279000
0,0,1,1,279000
1000,1,iperf3 -c 10.0.0.2 -t 275 -i 0.1 -J --logfile sv-test-s.log &
0,5,1,1,30,90,2,1500,1,2000,82,2,4000,46
10175,2,0,1,35,0,0,0
43242,2,0,1,30,0,0,0
47717,2,0,2,248,1,26,0
57942,2,0,1,1,0,0,0
75509,2,0,1,12,0,0,0
90277,2,0,1,29,0,0,0
106876,2,0,1,48,0,0,0
110659,2,0,1,17,3,1,0
120834,2,0,1,16,0,0,0
123465,2,0,1,71,0,0,0
127547,2,0,1,20,0,0,0
141432,2,0,1,34,1,39,0
145912,2,0,2,265,0,0,0
155271,2,0,1,51,1,6,0
175199,2,0,1,27,0,0,0
201968,2,0,1,31,0,0,0
202423,2,0,1,21,4,29,0
212598,2,0,2,217,0,0,0
227744,2,0,2,239,0,0,0
228415,2,0,2,68,4,4,0
233848,2,0,2,48,0,0,0
236539,2,0,1,22,4,1,0
246714,2,0,2,220,0,0,0
258493,2,0,2,39,4,4,0
261260,2,0,2,35,3,1,0
264561,2,0,1,27,1,33,0
10175,6,1,1,1,35,1,125,30,1
43242,6,1,1,1,30,1,125,30,1
47717,6,1,2,1,248,1,113,30,1
57942,6,1,1,1,1,1,194,30,1
75509,6,1,1,1,12,1,125,30,1
90277,6,1,1,1,29,1,125,30,1
106876,6,1,1,1,48,1,125,30,1
110659,6,1,1,1,17,1,125,30,1
120834,6,1,1,1,16,1,125,30,1
123465,6,1,1,1,71,1,125,30,1
127547,6,1,1,1,20,1,125,30,1
141432,6,1,1,1,34,1,125,30,1
145912,6,1,2,1,265,1,113,30,1
155271,6,1,1,1,51,1,194,30,1
175199,6,1,1,1,27,1,125,30,1
201968,6,1,1,1,31,1,125,30,1
202423,6,1,1,1,21,1,125,30,1
212598,6,1,2,1,217,1,113,30,1
227744,6,1,2,1,239,1,112,30,1
228415,6,1,2,1,68,1,112,30,1
233848,6,1,2,1,48,1,112,30,1
236539,6,1,1,1,22,1,194,30,1
246714,6,1,2,1,220,1,113,30,1
258493,6,1,2,1,39,1,112,30,1
261260,6,1,2,1,35,1,112,30,1
264561,6,1,1,1,27,1,194,30,1
