0,0,0,1,216000
0,0,1,1,216000
1000,1,iperf3 -c 10.0.0.2 -R -t 212 -i 0.1 -J --logfile sv-test-s.log &
0,5,1,1,30,90,2,1500,1,2000,82,2,4000,46
7899,6,1,2,1,199,1,113,30,1
13602,6,1,2,1,33,1,112,30,1
33603,6,1,2,1,11,1,112,30,1
36870,6,1,2,1,24,1,112,30,1
40462,6,1,1,1,11,1,194,30,1
41353,6,1,1,1,62,1,125,30,1
43206,6,1,1,1,49,1,125,30,1
44375,6,1,1,1,41,1,125,30,1
50996,6,1,1,1,12,1,125,30,1
60185,6,1,1,1,21,1,125,30,1
61071,6,1,1,1,49,1,125,30,1
106468,6,1,1,1,74,1,125,30,1
112121,6,1,1,1,46,1,125,30,1
116667,6,1,1,1,33,1,125,30,1
117331,6,1,1,1,35,1,125,30,1
127853,6,1,1,1,23,1,125,30,1
135752,6,1,1,1,22,1,125,30,1
142219,6,1,2,1,39,1,113,30,1
153254,6,1,2,1,24,1,112,30,1
154293,6,1,2,1,35,1,112,30,1
173615,6,1,1,1,21,1,194,30,1
200440,6,1,1,1,80,1,125,30,1
201952,6,1,1,1,28,1,125,30,1
