0,INIT,0,1,930000
0,INIT,1,1,930000
0,SOL_INIT_SCHED,1,0,30,90,2,1500,1,2000,82,2,4000,46
13109,HO,0,1,24,4,3,0
20888,HO,0,1,27,0,0,0
62094,HO,0,2,74,1,1,0
80887,HO,0,2,25,1,13,0
87729,HO,0,2,49,0,0,0
93363,HO,0,1,60,2,9,0
93815,HO,0,1,34,0,0,0
104024,HO,0,1,1,0,0,0
113417,HO,0,2,67,1,26,0
121766,HO,0,2,35,0,0,0
129247,HO,0,2,43,1,403,0
131894,HO,0,2,27,0,0,0
136700,HO,0,2,60,0,0,0
140313,HO,0,2,70,3,1,0
141716,HO,0,1,23,1,33,0
151314,HO,0,2,267,2,1,0
157911,HO,0,2,23,0,0,0
165798,HO,0,2,34,0,0,0
179213,HO,0,2,52,4,4,0
184107,HO,0,1,67,0,0,0
189762,HO,0,1,23,1,39,0
230875,HO,0,1,18,0,0,0
236536,HO,0,1,23,0,0,0
237733,HO,0,1,24,0,0,0
243274,HO,0,1,27,0,0,0
244759,HO,0,1,31,0,0,0
248180,HO,0,1,38,24,3,0
254104,HO,0,2,78,0,0,0
260474,HO,0,2,46,0,0,0
269239,HO,0,2,43,4,1,0
283721,HO,0,2,60,30,503,0
291019,HO,0,2,39,0,0,0
298456,HO,0,2,22,0,0,0
308763,HO,0,1,46,1,35,0
312504,HO,0,1,46,0,0,0
320984,HO,0,1,67,0,0,0
330328,HO,0,2,64,0,0,0
331749,HO,0,2,28,0,0,0
333700,HO,0,2,55,0,0,0
348251,HO,0,1,75,0,0,0
367977,HO,0,1,58,0,0,0
374801,HO,0,1,14,2,5,0
381329,HO,0,1,22,0,0,0
381674,HO,0,1,30,0,0,0
383836,HO,0,1,21,2,5,0
389815,HO,0,2,94,0,0,0
391813,HO,0,2,31,0,0,0
398385,HO,0,2,47,1,403,0
403559,HO,0,1,69,1,6,0
410035,HO,0,2,57,1,26,0
440499,HO,0,2,48,6,1,0
446061,HO,0,1,77,1,33,0
451966,HO,0,2,264,2,1,0
453062,HO,0,2,56,0,0,0
458222,HO,0,1,67,0,0,0
471331,HO,0,1,24,0,0,0
479110,HO,0,1,27,2,1,0
520316,HO,0,2,74,33,1,0
539109,HO,0,2,25,0,0,0
545951,HO,0,2,49,0,0,0
551585,HO,0,1,60,14,1,0
552037,HO,0,1,34,0,0,0
562246,HO,0,1,1,7,1,0
571639,HO,0,2,67,8,1,0
579988,HO,0,2,35,3,1,0
587469,HO,0,2,43,3,1,0
590116,HO,0,2,27,0,0,0
594922,HO,0,2,60,0,0,0
598535,HO,0,2,70,0,0,0
599938,HO,0,1,23,0,0,0
609536,HO,0,2,267,0,0,0
616133,HO,0,2,23,0,0,0
624020,HO,0,2,34,3,1,0
637435,HO,0,2,52,0,0,0
642329,HO,0,1,67,1,35,0
647984,HO,0,1,23,0,0,0
689097,HO,0,1,18,0,0,0
694758,HO,0,1,23,0,0,0
695955,HO,0,1,24,0,0,0
701496,HO,0,1,27,0,0,0
702981,HO,0,1,31,0,0,0
706402,HO,0,1,38,0,0,0
712326,HO,0,2,78,0,0,0
718696,HO,0,2,46,4,1,0
727461,HO,0,2,43,5,1,0
741943,HO,0,2,60,5,1,0
749241,HO,0,2,39,0,0,0
756678,HO,0,2,22,1,65,0
766985,HO,0,1,46,14,1,0
770726,HO,0,1,46,0,0,0
779206,HO,0,1,67,5,1,0
788550,HO,0,2,64,0,0,0
789971,HO,0,2,28,0,0,0
791922,HO,0,2,55,6,1,0
806473,HO,0,1,75,1,6,0
826199,HO,0,1,58,0,0,0
833023,HO,0,1,14,3,4,0
839551,HO,0,1,22,0,0,0
839896,HO,0,1,30,0,0,0
842058,HO,0,1,21,0,0,0
848037,HO,0,2,94,33,1,0
850035,HO,0,2,31,0,0,0
856607,HO,0,2,47,0,0,0
861781,HO,0,1,69,0,0,0
868257,HO,0,2,57,1,26,0
898721,HO,0,2,48,6,1,0
904283,HO,0,1,77,0,0,0
910188,HO,0,2,264,0,0,0
911284,HO,0,2,56,0,0,0
916444,HO,0,1,67,1,35,0
