0,INIT,0,1,240000
0,INIT,1,1,240000
0,SOL_INIT_SCHED,1,0,30,90,2,1500,1,2000,82,2,4000,46
7899,HO,0,1,22,4,3,0
14366,HO,0,2,39,0,0,0
25401,HO,0,2,24,3,1,0
26440,HO,0,2,35,5,1,0
45762,HO,0,1,21,0,0,0
72587,HO,0,1,80,0,0,0
74099,HO,0,1,28,0,0,0
81998,HO,0,1,33,0,0,0
82659,HO,0,1,63,0,0,0
86383,HO,0,1,7,4,3,0
95935,HO,0,2,121,0,0,0
105864,HO,0,2,39,0,0,0
106658,HO,0,2,19,3,1,0
124456,HO,0,1,11,0,0,0
145723,HO,0,1,58,0,0,0
146434,HO,0,1,43,0,0,0
147407,HO,0,1,96,0,0,0
151265,HO,0,1,55,1,62,0
159164,HO,0,1,28,0,0,0
164486,HO,0,1,41,0,0,0
168615,HO,0,1,6,0,0,0
176129,HO,0,2,74,0,0,0
184008,HO,0,2,19,1,13,0
185118,HO,0,2,28,1,13,0
200874,HO,0,1,19,2,9,0
220912,HO,0,1,73,0,0,0
221949,HO,0,1,83,0,0,0
225841,HO,0,1,30,4,3,0
