0,INIT,0,1,245000
0,INIT,1,1,245000
0,SOL_INIT_SCHED,1,0,30,90,2,1500,1,2000,82,2,4000,46
8362,HO,0,1,14,0,0,0
17682,HO,0,1,60,2,5,0
19575,HO,0,1,43,2,1,0
26104,HO,0,2,46,1,0,0
33715,HO,0,2,10,1,22,0
34070,HO,0,2,67,0,0,0
48671,HO,0,1,8,2,9,0
66973,HO,0,1,55,0,0,0
69301,HO,0,1,62,0,0,0
77663,HO,0,1,22,0,0,0
88792,HO,0,1,23,0,0,0
92352,HO,0,1,23,2,1,0
98301,HO,0,2,89,1,0,0
106638,HO,0,2,21,0,0,0
107006,HO,0,2,77,1,13,0
123939,HO,0,1,23,1,33,0
143723,HO,0,1,30,0,0,0
145769,HO,0,1,27,1,44,0
154131,HO,0,1,28,0,0,0
168894,HO,0,1,52,0,0,0
171388,HO,0,1,35,1,0,0
178031,HO,0,2,63,0,0,0
186599,HO,0,2,10,0,0,0
186969,HO,0,2,84,1,403,0
203242,HO,0,1,21,4,1,0
227916,HO,0,1,102,0,0,0
231042,HO,0,1,40,0,0,0
